title,year,director,runtime,cast
Baby Oopsie,2021,William Butler,80,"['Libbie Higgins', 'Marilyn Bass', 'Lynne Acton McPherson', 'Justina Armistead']"
Crimes of the Future,2022,David Cronenberg,107,"['Viggo Mortensen', 'Léa Seydoux', 'Scott Speedman', 'Kristen Stewart', 'Welket Bungué', 'Don McKellar', 'Tanaya Beatty', 'Nadia Litz', 'Lihi Kornowski', 'Denise Capezza', 'Efi Kantza', 'Jason Bitter', 'Tassos Karahalios', 'Sozos Sotiris', 'Penelope Tsilika', 'Mihalis Valasoglou', 'Yorgos Pirpassopoulos']"
Singin' in the Rain,1952,Gene Kelly,103,"['Gene Kelly', ""Donald O'Connor"", 'Debbie Reynolds', 'Jean Hagen', 'Millard Mitchell', 'Cyd Charisse', 'Douglas Fowley', 'Rita Moreno', 'Mae Clarke', 'Bess Flowers', 'Robert Foulk', 'Kathleen Freeman', 'Joi Lansing', 'Sylvia Lewis', ""Harry 'Snub' Pollard"", 'William Schallert', 'Elaine Stewart', 'Brick Sullivan', 'John George', 'King Donovan', 'Lana Turner', 'Allen Sutherland', 'Dawn Addams', 'John Albright', 'Betty Van Allen', 'Sue Allen', 'Marie Ardell', 'Bette Arlen', 'David Bair', 'Jimmy Bates', 'Mary Bayless', 'Marcella Becker', 'Margaret Bert', 'Madge Blake', 'Lulu Mae Bohrman', 'Gail Bonney', 'Chet Brandenburg', 'Tex Brodus', 'Barbara Carroll', 'Gwen Carter', 'Bill Chatham', 'Lyle Clark', 'Dorinda Clifton', 'Harry Cody', 'Chick Collins', 'Pat Conway', 'Jeanne Coyne', 'Ruby C. Currie', 'Fred Datig Jr.', 'Bert Davidson', 'Robert Dayo', 'Gloria Dea', 'Patricia Denise', 'Harry Denny', 'Kay Deslys', 'John Dodsworth', 'Michael Dugan', 'Phil Dunham', 'Helen Eby-Rock', 'Richard Emory', 'Betty Erbes', 'Charles Evans', 'Tommy Farrell', 'Ernie Flatt', 'George Ford', 'Robert Fortier', 'Dan Foster', 'Clair Freeman', 'Lance Fuller', 'Doris Fulton', 'Jeanne Gail', 'Glen Gallagher', 'Jon Gardner', 'Diane Garrett', 'Jack George', 'Kenneth Gibson', 'Mickey Golden', 'Inez Gorman', 'A. Cameron Grant', 'Beatrice Gray', 'Marion Gray', 'Robert Haines', 'William Hamel', 'Betty Hannon', 'Sam Harris', 'Jean Harrison', 'Timmy Hawkins', 'Jack Hendricks', 'Lars Hensen', 'Jean Heremans', 'Stuart Holmes', 'Don Hulbert', 'Frank Hyers', 'Patricia Jackson', 'Ivor James', 'Morgan Jones', 'David Kasday', 'Jan Kayne', 'Jimmy Kelly', 'Kenner G. Kemp', 'Mike Lally', 'Judy Landon', 'Joi Lansing', 'Janet Lavis', 'Virginia Lee', 'Meredith Leeds', 'William F. Leicester', 'Peggy Leon', 'Diki Lerner', 'Bill Lewin', 'King Lockwood', 'Leon Lontoc', 'Leota Lorraine', 'Paul Maxey', 'Dorothy McCarty', 'Ann McCrea', 'Philo McCullough', 'Ray McDonald', 'Johnny McGovern', 'Joseph Mell', 'Carl Milletaire', 'Gloria Moore', 'Forbes Murray', 'Peggy Murray', 'Anne Neyland', 'Ruth Packard', 'Dorothy Patrick', 'Allen Pinson', 'Angi O. Poulos', 'George Reeder', 'Charles Regan', 'Shirley Jean Rickert', 'Joanne Rio', 'Tony Rocket', 'Victor Romito', 'Dennis Ross', 'Paul Salata', 'Cosmo Sardo', 'Phil Schumacher', 'Betty Scott', 'David Sharpe', 'Julius Tannen', 'Harry Tenbrook', 'Beverly Thomas', 'Beverly Thompson', 'Jimmy Thompson', 'Dee Turnell', 'Dorothy Tuttle', 'Tyra Vaughn', 'Pat Walker', 'Tommy Walker', 'Bobby Watson', 'Chalky Williams', 'Robert B. Williams', 'Wilson Wood', 'Adam York', 'Norma Zimmer']"
Cyrano,2021,Joe Wright,124,"['Peter Dinklage', 'Haley Bennett', 'Kelvin Harrison Jr.', 'Ben Mendelsohn', 'Bashir Salahuddin', 'Monica Dolan', 'Joshua James', 'Anjana Vasan', 'Ruth Sheen', 'Glen Hansard', 'Sam Amidon', 'Scott Folan', 'Mark Benton', 'Richard McCabe', 'Peter Wight', 'Tim McMullan', 'Mark Bagnall', 'Mike Shepherd', 'Paul Biddiss', 'Katy Owen', 'Paul Hunter', 'Celeste Dodwell', 'Celeste Dring', 'Bettrys Jones', 'Nandi Bhebhe', 'Colin Mace', 'Lucas Peters', 'Leo Rait', 'Kyla Goodey', 'Beverly Rudd', 'Giles King', 'Carl Grose', 'Sarah Wright', 'John Locke']"
Fake News And How To Evade It,2017,Alex Cox,9,['Alex Cox']
Hardcore,1979,Paul Schrader,108,"['George C. Scott', 'Peter Boyle', 'Season Hubley', 'Dick Sargent', 'Leonard Gaines', 'Dave Nichols', 'Gary Graham', 'Larry Block', 'Marc Alaimo', 'Leslie Ackerman', 'Charlotte McGinnis', 'Ilah Davis', 'Paul Marin', 'Will Walker', 'Hal Williams', 'Bob Bishop', 'Tim Dial', 'Roy London', 'Bibi Besch', 'Tracey Walter', 'Bobby Kosser', 'Stephen P. Dunn', 'Jean Allison', 'Reb Brown', 'Ed Begley Jr.']"
Patriotism,1966,Masaki Dômoto,28,"['Yukio Mishima', 'Yoshiko Tsuruoka']"
Anything's Possible,2022,Billy Porter,96,"['Eva Reign', 'Abubakr Ali', 'Courtnee Carter', 'Kelly Lamor Wilson', 'Grant Reynolds', 'Renée Elise Goldsberry', 'Alec Ludacka', 'Noah Pacht', 'Naveen Paddock', 'Lenora Nemetz', 'Miriam Laube', 'Manu Narayan', 'Vanita Harbour', 'Bill Hartung', 'Simone Joy Jones', 'Caroline Travers', 'Melessie Clark', 'Tordy Clark', 'Benjamin Cummings', 'Lav Raman', 'Andy S. Allen', 'Michelle Do', 'Maria Becoates-Bey', 'Bailey Wilson', 'Walter H. McCready', 'Nic Inglese', 'Suraya Collins', 'Evie Piekarski', 'Jordan McNeal', 'Daniel Lawrence', 'Ken Lutz']"
Elvis,2022,Baz Luhrmann,159,"['Austin Butler', 'Tom Hanks', 'Olivia DeJonge', 'Helen Thomson', 'Richard Roxburgh', 'Kelvin Harrison Jr.', 'David Wenham', 'Kodi Smit-McPhee', 'Luke Bracey', 'Dacre Montgomery', 'Leon Ford', 'Gary Clark Jr.', 'Yola', 'Natasha Bassett', 'Xavier Samuel', 'Adam Dunn', 'Alton Mason', 'Shonka Dukureh', 'David Gannon', 'Shannon Sanders', 'Charles Grounds', 'Josh McConville', 'Kate Mulvany', 'Gareth Davies', 'Chaydon Jay', 'Christian Kisando', 'John Mukristayo', 'Miles Burton', 'Gad Banza', 'Aristene Kisando', 'Senayt Mebrahtu', 'Mariama Princess Andrews', 'Sharon Brooks', 'Nicholas Bell', 'Anthony Phelan', 'Sandro Colarelli', 'Cle Morgan', 'Charles Allen', 'Natalie Bassingthwaighte', 'Liz Blackett', 'Mike Bingaman', 'Christian McCarty', 'Tony Nixon', 'Andrea Moor', 'Mark Leonard Winter', 'Hugh Parker', 'Thomas Larkin', 'Hilton Hyppolite Denis', 'Christopher Sommers', 'Brad Leaver', 'Simon Mallory', 'Terepai Richmond', 'Alex Knight', 'Jordan A. Holland', 'Lenesha Randolph', 'Elizabeth Cullen', 'Angie Milliken', 'Luke Corrin Care', 'Jack McGirr', 'Miranda Frangou', 'Lakota Johnson', 'Ruby Gonzales-Judd', 'Greg Powell', 'Patrick Shearer', 'Sarah Ogden', 'Iain Gardiner', 'Melina Vidler', 'Traneshia Chiles', 'Lauren McClinton', 'Gary Hale', 'Kellee Halford', 'Angela Hill', 'Jamiah Hudson', 'Norris Jones', 'Stephen R. Ladson', 'Alfreda McCrary', 'Angela McCrary', 'Beverly Ann McCrary', ""Keb' Mo'"", 'Tamica Nicole', 'Marqo Patton', 'Robert Randolph', 'Calvin Settles II', 'Calvin V. Settles Sr.', 'Ira Wayne Settles Sr.', 'Odessa L. Settles', 'Sara Settles', 'Shirley M. Settles', 'Jacqueline Smith-Jefferson', 'Torshia Suggs', 'Cameron Keith Walls', 'Andrea Baker', 'Libe Barer', 'Doug Burch', 'Cathy Cavadini', 'Elvis Presley']"
Thor: Love and Thunder,2022,Taika Waititi,119,"['Chris Hemsworth', 'Natalie Portman', 'Christian Bale', 'Tessa Thompson', 'Taika Waititi', 'Jaimie Alexander', 'Russell Crowe', 'Chris Pratt', 'Karen Gillan', 'Dave Bautista', 'Pom Klementieff', 'Sean Gunn', 'Vin Diesel', 'Bradley Cooper', 'Idris Elba', 'Carly Rees', 'Kat Dennings', 'Brett Goldstein', 'Stellan Skarsgård', 'Luke Hemsworth', 'Matt Damon', 'Sam Neill', 'Melissa McCarthy', 'Ben Falcone', 'Suren Jayemanne', 'Natasha Cheng', 'Stephen Curry', 'Bobby Holland Hanton', 'Daley Pearson', 'Dianne Close', 'Greg Mitchell', 'Briegh Winderbaum', 'Mayzie Winderbaum', 'Izaac Winderbaum', 'Alanis Long Borrello', 'Luka Bale', 'Kieron L. Dyer', 'India Rose Hemsworth', 'Simon Russell Beale', 'Manny Spero', 'Jonny Brugh', 'Andrew Crawford', 'Chanique Greyling', 'Brooke Satchwell', 'Elsa Pataky', 'Zia Kelly', 'Rosangela Fasano', 'Cameron Chapek', 'Tristan Hemsworth', 'Samson Alston', 'Alan Spies', 'Eliza Matengu', 'Shari Sebbens', 'Victoria Zerbst', 'Johnny Nasser', 'Jenna Owen', 'Gemma Dart', 'Victoria Ferrara', 'Ava Rodrigo-Porter', 'Elsa Rodrigo-Porter', 'Kaan Guldur', 'Indeia Booc', 'Indiana Ierano', 'Cayla Sutherland', 'Tui Vincent', 'Garth Wood', 'Yure Covich', ""Matatia Foa'i"", 'Alan Dukes', 'Alan Tsibulya', 'Arka Das', 'Simona Paparelli', 'Nico Cortez', 'Priscilla Doueihy', 'Nicole Milinkovic', 'Chayla Korewha', 'Imaan Hadchiti', 'Carmen Foon', 'Clariza Vicente', 'Kuni Hashimoto', 'Stephen Hunter', 'Justin Paul Hitchcock', 'Nazih Kheir', 'Tatyana Gillam', 'Indiana Evans', 'Samantha Allsop', 'Olivia Vasquez', 'Adam Todd', 'Josh Heuston', 'David Hambly', 'Janessa Dufty', 'Ava Caryofyllis', 'Chloé Gouneau', 'Ben Sinclair', 'Jane Yubin Kim', 'Dave Cory', ""Te Kainga O'Te Hinekahu Waititi"", 'Matewa Kiritapu Waititi', 'Sasha Hemsworth', 'Aleph Millepied', 'Amalia Millepied', 'Rex Bale', 'Molly Moriarty', 'Hannah Gray', 'Luc Barrett', 'Luca Darda', 'Bo Chambers', 'Zali Mae Harrison', 'Leeton Alan Ingrey', 'Evan Stanhope', 'Jessica May Lynne', 'Jaimee Rose Lynn', 'Kim Thien Doan', 'Simone Landers', 'Sienna Ngeru', 'Rafael Siemer', 'Gabriel Siemer', 'Ronin Fabi', 'Arias Vang', 'Corban Ierano', 'Xander Mouradian', 'Jacob Yee', 'Zachary Levi', 'Ray Stevenson', 'Tadanobu Asano', 'Tom Hiddleston']"
The Great Beauty,2013,Paolo Sorrentino,142,"['Toni Servillo', 'Carlo Verdone', 'Sabrina Ferilli', 'Carlo Buccirosso', 'Iaia Forte', 'Pamela Villoresi', 'Galatea Ranzi', 'Franco Graziosi', 'Sonia Gessner', 'Giorgio Pasotti', 'Massimo Popolizio', 'Luca Marinelli', 'Vernon Dobtcheff', 'Anita Kravos', 'Roberta Cartocci', 'Lorenzo Gioielli', 'Giulia Di Quilio', 'Monica Piseddu', 'Anna Della Rosa', 'Luciano Virgilio', 'Aldo Ralli', 'Giusi Merli', 'Dario Cantarelli', 'Massimo De Francovich', 'Giulio Brogi', 'Isabella Ferrari', 'Roberto Herlitzka', 'Annaluisa Capasa', 'Ivan Franěk', 'Giovanna Vignola', 'Paolo Mazzarelli', 'Manuela Gatti', 'Elisabetta Ventura', 'Serena Grandi', 'Margherita Cornali', 'Lillo Petrolo', 'Ludovico Caldarera', 'Maria Laura Rondanini', 'Francesca Amodio', 'Francesca Golia', 'Silvia Munguia', 'Stefania Barca', 'Gabriella Belisario', 'Melania Fiore', 'Daniele Pilli', 'Massimo Santangelo', 'Giorgia Ferrero', 'Alessia Bellotto', 'Giulia Maulucci', 'Caterina Scalaprice', 'Maria Lovetti', 'Natalia De Maria', 'Severino Cesari', 'Agata Malyszko', 'Cristina Aubry', 'Fanny Ardant', 'Giulio Brogi', 'Stefano Fregni', 'Gianpiero Cognoli', 'Yohana Allen', 'Mirko Frezza', 'Piero Gimondo', 'Leo Mantovani', 'Giulia Rinallo']"
The Lord of the Rings: The Return of the King,2003,Peter Jackson,201,"['Elijah Wood', 'Sean Astin', 'Ian McKellen', 'Billy Boyd', 'Viggo Mortensen', 'Andy Serkis', 'Dominic Monaghan', 'Miranda Otto', 'Liv Tyler', 'Cate Blanchett', 'John Rhys-Davies', 'Bernard Hill', 'Christopher Lee', 'Orlando Bloom', 'Hugo Weaving', 'David Wenham', 'Brad Dourif', 'Karl Urban', 'John Noble', 'Ian Holm', 'Sean Bean', 'Lawrence Makoare', 'Marton Csokas', 'Paul Norell', 'Alan Howard', 'Noel Appleby', 'Ali Astin', 'David Aston', 'John Bach', 'Sadwyn Brophy', 'Alistair Browning', 'Richard Edge', 'Jason Fitch', 'Phil Grieve', 'Bruce Hopkins', 'Ian Hughes', 'Bret McKenzie', 'Sarah McLeod', 'Maisy McLeod-Riera', 'Bruce Phillips', 'Shane Rangi', 'Todd Rippon', 'Thomas Robins', 'Harry Sinclair', 'Bruce Spence', 'Peter Tait', 'Joel Tobeck', 'Stephen Ure', 'Sala Baker', 'Robert Pollock', 'Ross Duncan', 'Pete Smith', 'Jed Brophy', 'Lee Hartley', 'Billy Jackson', 'Katie Jackson', 'Jane Abbott', 'Gino Acevedo', 'Aidan Bell', 'Jarl Benzon', 'Jørn Benzon', 'Emma Deakin', 'Michael Elsworth', 'Clint Elvy', 'Zo Hartley', 'Peter Jackson', 'Sandro Kopp', 'Andrew Lesnie', 'Joseph Mika-Hunt', 'Henry Mortensen', 'Craig Parker', 'Rick Porras', 'Christian Rivers', 'Michael Semanick', 'Howard Shore', 'John Stephenson', 'Richard Taylor', 'Royd Tolkien']"
Daughters of Darkness,1971,Harry Kümel,100,"['Delphine Seyrig', 'John Karlen', 'Danielle Ouimet', 'Andrea Rau', 'Paul Esser', 'Georges Jamin', 'Joris Collet', 'Fons Rademakers']"
Bloody Sunday,2002,Paul Greengrass,107,"['James Nesbitt', 'Allan Gildea', 'Gerard Crossan', 'Mary Moulds', 'Carmel McCallion', 'Tim Pigott-Smith', 'Nicholas Farrell', 'Christopher Villiers', 'James Hewitt', 'Declan Duddy', 'Edel Frazer', 'Joanne Lindsay', 'Mike Edwards', 'Gerry Hammond', 'Jason Stammers', 'Ken Williams', 'Bryan Watts', 'Simon Mann', 'Rhidian Bridge', ""Johnny O'Donnell"", 'David Clayton Rogers', ""Sean O'Kane"", 'Thomas McEleney', 'Deirdre Irvine', 'Gerry Newton', 'David Pearse', 'Gerard McSorley', 'Kathy Kiera Clarke']"
X,2022,Ti West,106,"['Mia Goth', 'Jenna Ortega', 'Brittany Snow', 'Kid Cudi', 'Martin Henderson', 'Owen Campbell', 'Stephen Ure', 'James Gaylyn', 'Simon Prast', 'Geoff Dolan', 'Matthew J. Saville', 'Bryony Skillington']"
The Aviator,2004,Martin Scorsese,170,"['Leonardo DiCaprio', 'Cate Blanchett', 'Kate Beckinsale', 'John C. Reilly', 'Alan Alda', 'Danny Huston', 'Ian Holm', 'Alec Baldwin', 'Gwen Stefani', 'Jude Law', 'Willem Dafoe', 'Adam Scott', 'Matt Ross', 'Kelli Garner', 'Frances Conroy', 'Brent Spiner', 'Stanley DeSantis', 'Edward Herrmann', 'Kenneth Welsh', 'J. C. MacKenzie', 'Jacob Davich', 'Amy Sloan', 'Sam Hennings', 'Keith Campbell', ""Kevin O'Rourke"", 'Nellie Sciutto', 'Vince Giordano', 'Jason Cavalier', 'Rufus Wainwright', 'Loudon Wainwright III', 'Martha Wainwright', 'Al Dubois', 'John Koensgen', 'Harry Standjofski', 'Josie Maran', 'Joe Chrest', 'Justin Shilton', 'Arthur Holden', 'Joseph P. Reidy', 'Stéphane Demers', 'Yves Jacques', 'Chris Ufland', 'Sebastian Tillinger', 'James Bradford', 'Francesca Scorsese', 'Alan Toy', 'Joe Cobden', 'Linda E. Smith', 'David Purdham', 'Alan Fawcett', 'Lisa Bronwyn Moore', 'Emma Campbell', 'Vincent Laresca', 'Matt Holland', 'Dennis St John', 'Al Vandecruys', 'James Rae', 'Kathleen McAuliffe', 'Terry Haig', 'Heather Petrone', 'Danielle Franke', 'Meghan Elizabeth', 'Elizabeth DeCicco', 'Elisa Dyann', 'Isabelle Champeau', 'Al Coronel', 'Gerardo Lo Dico', 'Anne V. Coates']"
Do Revenge,2022,Jennifer Kaytin Robinson,118,"['Camila Mendes', 'Maya Hawke', 'Austin Abrams', 'Rish Shah', 'Sarah Michelle Gellar', 'Talia Ryder', 'Alisha Boe', 'Ava Capri', 'Jonathan Daviss', 'Paris Berelc', 'Maia Reficco', 'Sophie Turner', 'Rachel Matthews', 'Eliza Bennett', 'Francesca Reale', 'Olivia Sui', 'Jude Timothy Harris', 'Presley Coley', 'Sarah Ann Girma', 'Jordan Sherley', 'Michael Rub', 'Michelle Pokopac', 'Britt Douyon', 'Todd Allen Durkin', 'Lindsay Rootare', 'Jessi Goei', 'Phoebe French', 'Fay the Lizard', 'Maria Arroyo', 'Jillian Barrie', 'Denisse Beldin', 'Grayson Brooks', 'Ryan Austin Bryant', 'Miguel Burgos', 'Soniliz Espina', 'Stejeanslo Filias', 'Aslean Janelle Florence', 'Trico Fullerton', 'Anthony Gaita', 'Sabrina Gallet', 'Kameron Hood', 'Kimberly Gonzalez', 'Ira Grossman', 'Haley Hammonds', 'Alex D. Jennings', 'Emily Koschella', 'Mary Kraft', 'Keila Lorena', 'Cassady McClincy', 'Zack Olds', 'Isabelle Ramer', 'Stella Reimer', 'Sage Shirley', 'Ben Stafford', 'Donovan Velez', 'Abigail Wallis', 'Carter Williams']"
Porco Rosso,1992,Hayao Miyazaki,94,"['Shûichirô Moriyama', 'Tokiko Katô', 'Bunshi Katsura', 'Tsunehiko Kamijô', 'Akemi Okamura', 'Akio Otsuka', 'Hiroko Seki', 'Reizō Nomoto', 'Osamu Saka', 'Yû Shimaka', 'Mahito Tsujimura', 'Minoru Yada', 'Yoko Soumi']"
Child's Play,1988,Tom Holland,87,"['Catherine Hicks', 'Chris Sarandon', 'Alex Vincent', 'Brad Dourif', 'Dinah Manoff', 'Tommy Swerdlow', 'Jack Colvin', 'Neil Giuntoli', 'Juan Ramírez', 'Alan Wilder', 'Richard Baird', 'Ray Oliver', 'Aaron Osborne', 'Tyler Hard', 'Ted Liss', 'Roslyn Alexander', 'Bo Kane', 'Leila Lee Olsen', 'Lena Sack', 'Tommy Gerard', 'Michael Chavez', 'Jamie Gray', 'Erin Munz', 'Jana Twomey', 'Suaundra Black', 'Edan Gross', 'John Franklin', 'Michael Patrick Carter']"
Until the End of the World,1991,Wim Wenders,158,"['William Hurt', 'Solveig Dommartin', 'Sam Neill', 'Max von Sydow', 'Rüdiger Vogler', 'Ernie Dingo', 'Jeanne Moreau', 'Chick Ortega', 'Elena Prudnikova', 'Eddy Mitchell', 'Chishū Ryū', 'Allen Garfield', 'Lois Chiles', 'Ernest Berk', 'Christine Oesterlein', 'Naoto Takenaka', 'Kuniko Miyake', 'Alfred Lynch', 'David Gulpilil', 'Justine Saunders', 'Tom Waits', 'Tom Farrell', 'David Byrne']"
The Departed,2006,Martin Scorsese,151,"['Jack Nicholson', 'Leonardo DiCaprio', 'Matt Damon', 'Mark Wahlberg', 'Vera Farmiga', 'Martin Sheen', 'Ray Winstone', 'Anthony Anderson', 'Alec Baldwin', 'Kevin Corrigan', 'James Badge Dale', ""David O'Hara"", 'Robert Wahlberg', 'Kristen Dalton', 'Thomas B. Duffy', 'Richard Hughes', 'Chance Kelly', 'Larry Mitchell', 'Mark Rolston', 'J. C. MacKenzie', 'Mary Klug', ""Robert 'Toshi' Kar Yuen Chan"", 'Peg Holzemer', 'Gurdeep Singh', 'Armen Garo', 'John Cenatiempo', 'Brian Smyj', 'William Severs', 'Douglas Crosby', 'Dorothy Lyman', 'Audrie Neenan', 'Conor Donovan', 'Patrick Coppola', ""Mick O'Rourke"", 'Nellie Sciutto', 'Henry Yuk', 'John Rue', 'Joseph P. Reidy', 'John Farrer', 'Billy Smith', 'Brian Haley', 'Terry Serpico', 'Jay Giannone', 'David Conley', 'Tracey Paleo', 'Jill Brown', 'Tom Kemp', 'Kevin P. McCarthy', 'Chris Fischer', 'Joseph Riccobene', 'Johnny Cicco', 'Lyman Chen', 'Shay Duffin', 'David Fischer', 'Emma Tillinger Koskoff', ""Craig 'Radioman' Castaldo"", 'Francesca Scorsese', 'Dennis Lynch', 'Michael Byron', 'Takumi Bando', 'Eric Bruno Borgman', 'Brendan Burke', 'Chris Chinn', 'Jeffrey Corazzini', 'Jim Ford', 'Trudi Goodman', 'Steve Lord', 'Jack McCullough', 'Osmani Rodriguez', 'Lawrence Cameron Steele', 'Conor Timmis', 'Joseph Oliveira', 'Adam Masnyk', 'John Franchi', 'Paul McGillicuddy', 'Kim Carrell', 'Rebecca Love', 'Sarah Fearon']"
The Woman King,2022,Gina Prince-Bythewood,135,"['Viola Davis', 'Thuso Mbedu', 'Lashana Lynch', 'Sheila Atim', 'John Boyega', 'Jordan Bolger', 'Hero Fiennes Tiffin', 'Jimmy Odukoya', 'Masali Baduza', 'Jayme Lawson', 'Adrienne Warren', 'Chioma Antoinette Umeala', 'Siyamthanda Makakane', 'Shaina West', 'Sivuyile Ngesi', 'Riaan Visman', 'Seputla Sebogodi', 'Angélique Kidjo', 'Wanda Banda', 'Lethabo', 'Kekole Mathabathe', 'Daniel Hadebe', 'Kgomotso Moshia', 'Zozibini Tunzi', 'Makgotso M', 'Thando Dlomo', 'Zeaf Ejama', 'Julius Tennon', 'Pumla Ndlazi', 'Bonko Khoza', 'Sne Mbatha', 'Boitumelo Makgalemele', 'Bongo Mbutuma', 'Kwanda Tim Dlamini', 'Nhlanhla Mkhwanazi', 'Didi Ledwaba', 'Chumani Pan', 'Cebelihle Mbambo', 'Chris Ncekana', 'Tuks Tad Lungu', 'Yannick Brand', 'Nancy Sekhokoane', 'Joel Mukadi', 'Princess Elmore']"
Child's Play 2,1990,John Lafia,84,"['Alex Vincent', 'Brad Dourif', 'Christine Elise', 'Jenny Agutter', 'Gerrit Graham', 'Grace Zabriskie', 'Peter Haskell', 'Beth Grant', 'Greg Germann', 'Raymond Singer', 'Stuart Mabray', 'Matt Roe', 'Don Pugsley', 'Ed Krieger', 'Vince Melocchi']"
Cats,2019,Tom Hooper,110,"['Francesca Hayward', 'Judi Dench', 'Idris Elba', 'Jason Derulo', 'Jennifer Hudson', 'James Corden', 'Ian McKellen', 'Taylor Swift', 'Rebel Wilson', 'Ray Winstone', 'Larry Bourgeois', 'Laurent Bourgeois', 'Laurie Davidson', 'Robert Fairchild', 'Danny Collins', 'Naoimh Morgan', 'Steven McRae', 'Mette Towley', 'Daniela Norman', 'Jaih Betote', 'Jonadette Carpio', 'Zizi Strallen', 'Freya Rowley', 'Bluey Robinson', 'Eric Underwood', 'Ida Saki', 'Cory English', 'Melissa Madden-Gray', 'Ponciano Almeida', 'Aaron Jenkins', 'Shay Barclay', 'Samel Baxter', 'Nicole Bondzie', 'Chrissy Brooke', 'Sharifa Butterfly', 'Jon-Scott Clark', 'Tom Clark', 'Yasmin Cogan', 'Olivia Cowley', 'Tommy Franzen', 'Yasmin Harrison', 'Kalene Jeans', 'Jaron Johnson', 'Lynn Jung', 'Kolton Krouse', 'Rufus Lacey', 'Gabrielle Lewis-Dodson', 'Benjamin Milan', 'Roxanne Milliner', 'Katie Moreton-Hughes', 'Muti Musafiri', 'Redmand Rance', 'Zhanè Samuels', 'Corey Snide', 'Clemmie Sveaas', 'Po-Lin Tung', 'Kie Willis', 'Maggie Daniels', 'Olivia Brooks', 'Chase Collard', 'Meesha Garbett', 'Harriet Turnbull', 'Jamal Ahmed', 'Leonardo Feng', 'Gregory Mann', 'Temba Mliswa', 'Joel Swedensky', 'Erica-Jayne Alden', 'Hannah Amin', 'Emma Caffrey', 'Selina Hamilton', 'Abigayle Honeywill', 'Bethany Huckle', 'Ella Martine', 'Jazz Peters', 'Jade Albertson', 'Sophie Carmen-Jones', 'Chelsea Hogg', 'Hannah Faith-Marram']"
My Best Friend's Exorcism,2022,Damon Thomas,96,"['Elsie Fisher', 'Amiah Miller', 'Rachel Ogechi Kanu', 'Cathy Ang', 'Clayton Royal Johnson', 'Chris Lowell', 'Nathan Anderson', 'Cynthia Evans', 'Rachel Leah Cohen', 'John Stoneburner', 'Cameron Bass', 'Ashley LeConte Campbell', 'Michael Wayne Foster', 'Michael Proctor', 'Erin Ownbey']"
Child's Play 3,1991,Jack Bender,90,"['Brad Dourif', 'Justin Whalin', 'Perrey Reeves', 'Jeremy Sylvers', 'Travis Fine', 'Dean Jacobson', 'Dakin Matthews', 'Andrew Robinson', 'Burke Byrnes', 'Donna Eskra', 'Matthew Walker', 'Edan Gross', 'Peter Haskell', 'Terry Wills', 'Richard Marion', 'Laura Owens', 'Ron Fassler', 'Michael Chieffo', 'Henry G. Sanders', 'Lois Foraker', 'David Ellzey', 'Mark Christopher Lawrence', 'Richard A. Pack', 'Michael Renna', 'Ryan Austine', 'Kent Winfrey', 'Kim Stockdale', 'Mark Taormino']"
His House,2020,Remi Weekes,93,"['Sope Dirisu', 'Wunmi Mosaku', 'Matt Smith', 'Malaika Wakoli-Abigaba', 'Javier Botet', 'Emily Taaffe', 'Rasaq Kukoyi', 'Vivien Bridson', 'Vivienne Soan', 'Cornell John', 'Bradley Banton', 'Gamba Cole', 'Scott Michael Wagstaff', 'Ty Hurley', 'Mevis Birungi', 'Yvonne Campbell', 'Rene Costa', 'Andy Gathergood', 'Mark Gooden', 'Marie Hamm', 'John Kamau', 'John Samuel Kande', 'Tabitha Wady', 'Steven Blakely', 'Dominic Coleman', 'Sally Plumb', 'Roland Manookian']"
Hocus Pocus 2,2022,Anne Fletcher,107,"['Bette Midler', 'Sarah Jessica Parker', 'Kathy Najimy', 'Whitney Peak', 'Belissa Escobedo', 'Lilia Buckingham', 'Froy Gutierrez', 'Sam Richardson', 'Doug Jones', 'Tony Hale', 'Hannah Waddingham', 'Taylor Henderson', 'Nina Kitchen', 'Juju Journey Brener', 'Thomas Fitzgerald', 'Brett Cramp', 'Kim Niemi', 'Alison Weller', 'Holly Cinnamon', 'Patrick French', 'Charlotte Peed', 'Ed Peed', 'Austin J. Ryan', 'Michael Tow', 'Brina', 'Brian Wiles', 'Owen Earls', 'Skyla Sousa', 'Aiden Torres', 'Emma Kaufman', 'Chhoyang Cheshatsang', 'Jaylin Pryor', 'Marissa Carpio', 'Naheem Garcia', 'Dan Finnerty', 'Ginger Minj', 'Kornbread Jeté', 'Kahmora Hall', 'Ryan Rosenthal', 'Juvan Elisma', ""Jen D'Angelo"", 'Mark Fichera', 'Jordan von Netzer', 'Mark Hawker', 'Shane Dzicek', 'CJ Walsh', 'David Torres Jr.', 'Amanda Shepherd']"
Dave Made a Maze,2017,Bill Watterson,80,"['Nick Thune', 'Meera Rohit Kumbhani', 'Adam Busch', 'James Urbaniak', 'Stephanie Allynne', 'Kirsten Vangsness', 'Scott Krinsky', 'John Hennigan', 'Rick Overton', 'Kamilla Alnes', 'Drew Canan', 'Frank Caeti', 'Scott Narver', 'Timothy Nordwind', 'Etienne Eckert', 'Brittney Deutsch', 'Jessica Graves Davis']"
